phoneNumber,cif,wingNo,wingMasterAccount,passcode,biller,reciver_wingNo,currency,,,,,wingNo
972226696,10746,00193484,MST006613911,2008,2203,576391,USD,78304551,78304551,,,
12852752,11290,00576391,MST006689527,2008,2221,443609,USD,70473366,4452311,,,
98776867,10290,00443609,MST006649193,2008,2236,626747,USD,964597744,4333378,,,
12260224,12713,00626747,MST006701985,2008,2171,502480,USD,964520894,4117437,,,
975455553,9902,00502480,MST006633367,2008,2241,11388571,USD,965733254,4418979,,,
11388571,14003,11388571,MST006752623,2008,2163,11616536,USD,16408828,16408828,,,
16567771,9324,11616536,MST006645686,2008,2191,563207,USD,60774477,4175871,,,
69993388,15034,00563207,MST006729936,2008,2202,10588980,USD,716829483,716829483,,,
10588980,5218,10588980,MST006751978,2008,2209,10596450,USD,61911764,4299961,,,
10596450,5287,10596450,MST006632646,2008,2224,12804649,USD,885764368,885764368,,,
12804649,15552,12804649,MST006716184,2008,2319,11800700,USD,976172437,976172437,,,
967777800,6960,11800700,MST006577568,2008,2349,1568320,USD,92990621,92990621,,,
12838367,6978,01568320,MST006630715,2008,2372,1616869,USD,978118237,978118237,,,
87911737,10015,01616869,MST006597524,2008,2484,121943864,USD,11881290,4102458,,,
121943864,6054,121943864,MST006578010,2008,2518,12316055,USD,887382014,4485172,,,
12316055,6375,12316055,MST006650498,2008,2457,15578333,USD,10567108,4388670,,,
15578333,11631,15578333,MST006733324,2008,2448,1674543,USD,966105887,4412829,,,
10281239,3915,01674543,MST006684921,2008,2427,1646677,USD,964092183,964092183,,,
16273777,7431,01646677,MST006618491,2008,2468,15718615,USD,976529866,976529866,,,
15718615,4921,15718615,MST006609581,2008,2485,16798917,USD,967455587,4060788,,,
16798917,2520,16798917,MST006614811,2008,2504,12418844,USD,12542715,4428166,,,
12418844,14184,12418844,MST006635370,2008,2308,12433361,USD,61295820,61295820,,,
12433361,13183,12433361,MST006585925,2008,2360,12828838,USD,66592758,66592758,,,
12828838,14723,12828838,MST006574247,2008,2425,1742415,USD,11596861,4423103,,,
77880014,7275,01742415,MST006698630,2008,2444,1814505,USD,966181517,3714601,,,
974211682,7984,01814505,MST006624284,2008,2256,1848482,USD,17574355,17574355,,,
10828950,5801,01848482,MST006594596,2008,2298,16903060,USD,69998971,4388906,,,
16903060,2127,16903060,MST006592239,2008,2413,16271813,USD,12215090,4173622,,,
16271813,6423,16271813,MST006631290,2008,2271,16483387,USD,977636213,4476214,,,
16483387,6007,16483387,MST006571192,2008,2275,16525696,USD,966240681,4475753,,,
16525696,6431,16525696,MST006596548,2008,2276,1681469,USD,87702417,4369592,,,
965220144,8161,01681469,MST006608112,2008,2282,12956264,USD,963075476,963075476,,,
92779797,9459,12956264,MST006620448,2008,2320,2051427,USD,11302765,11302765,,,
964540075,8086,02051427,MST006665755,2008,2344,1556668,USD,69917606,3930723,,,
85665544,6850,01556668,MST006754312,2008,2345,667601,USD,969895318,4414836,,,
10424348,14923,00667601,MST006756387,2008,2397,939354,USD,962988975,4168700,,,
964428486,5612,00939354,MST006725246,2008,2399,10424378,USD,98354376,3233293,,,
10424378,14634,10424378,MST006668782,2008,2193,1896107,USD,86530978,4428482,,,
89866696,7758,01896107,MST006609524,2008,2223,1920244,USD,85619113,4434722,,,
966846323,10070,01920244,MST006744933,2008,2238,1986371,USD,77287445,4140862,,,
89222489,7387,01986371,MST006689900,2008,2239,2093808,USD,66740739,4466352,,,
963216367,7065,02093808,MST006579967,2008,2249,16459698,USD,885116822,885116822,,,
16459698,3209,16459698,MST006725203,2008,2252,2455556,USD,70438294,70438294,,,
93900402,10135,02455556,MST006651259,2008,2254,2689955,USD,719261696,719261696,,,
12529526,7648,02689955,MST006617777,2008,2167,17679137,USD,61756118,4207303,,,
17679137,4315,17679137,MST006574579,2008,2177,2781012,USD,965019845,4412870,,,
81554455,7168,02781012,MST006600104,2008,2185,17783443,USD,963068701,4099052,,,
17783443,1539,17783443,MST006697060,2008,2226,2418082,USD,90425411,4476462,,,
95333245,8717,02418082,MST006736822,2008,2606,17991989,USD,93788103,93788103,,,
17991989,5755,17991989,MST006718617,2008,2473,555488,USD,81730642,4369601,,,
92947351,9979,00555488,MST006613224,2008,2513,605598,USD,67917307,67917307,,,
12673649,10846,00605598,MST006576301,2008,2358,611536,USD,966783069,4400991,,,
12209731,11802,00611536,MST006663930,2008,2359,673069,USD,888483324,888483324,,,
10800112,10124,00673069,MST006612518,2008,2422,913459,USD,92317263,3925342,,,
12323562,6805,00913459,MST006693686,2008,2430,1009392,USD,10287667,10287667,,,
92980963,3548,01009392,MST006716970,2008,2440,1021877,USD,87791881,4476430,,,
77748789,3426,01021877,MST006652423,2008,2258,16519129,USD,713819256,713819256,,,
16519129,867,16519129,MST006698140,2008,2259,16705211,USD,15362127,4405042,,,
16705211,5100,16705211,MST006691307,2008,2263,1674487,USD,66944643,66944643,,,
89777097,6887,01674487,MST006586128,2008,2299,1695038,USD,77900912,77900912,,,
89777873,6893,01695038,MST006750802,2008,2410,17693862,USD,886817760,4469170,,,
17693862,4834,17693862,MST006621274,2008,2161,17833311,USD,716745587,716745587,,,
17833311,5380,17833311,MST006656727,2008,2204,769941,USD,973427663,3633149,,,
965577200,5701,00769941,MST006692084,2008,2217,773183,USD,81490898,3672275,,,
92620611,5645,00773183,MST006647773,2008,2231,915434,USD,712052087,712052087,,,
16766744,6314,00915434,MST006687935,2008,2165,10932006,USD,963485748,4412851,,,
10932006,11095,10932006,MST006689193,2008,2174,11390251,USD,85964081,85964081,,,
11390251,261,11390251,MST006684439,2008,2180,11576776,USD,70778769,4388555,,,
11576776,1118,11576776,MST006651855,2008,2220,11584464,USD,77568234,4378675,,,
11584464,2942,11584464,MST006658005,2008,2247,11730774,USD,968149159,968149159,,,
11730774,3121,11730774,MST006650528,2008,2250,942659,USD,61773728,4396114,,,
99765576,6237,00942659,MST006646553,2008,2168,10960101,USD,66787768,66787768,,,
10960101,10161,10960101,MST006661236,2008,2170,335557,USD,967109344,967109344,,,
17460005,7813,00335557,MST006646706,2008,2179,494827,USD,979312139,979312139,,,
90833848,8166,00494827,MST006657618,2008,2187,496292,USD,965977112,4475549,,,
77728287,9079,00496292,MST006646033,2008,2188,502931,USD,963149149,3397232,,,
10594849,9224,00502931,MST006654255,2008,2467,12226027,USD,69473535,3927781,,,
12226027,3266,12226027,MST006593609,2008,2437,530218,USD,12244446,1611392,,,
12433299,11946,00530218,MST006647046,2008,2442,12342333,USD,969978096,4334333,,,
89901818,3448,12342333,MST006605023,2008,2439,11766001,USD,968128669,4168871,,,
11766001,40,11766001,MST006583735,2008,2335,11212209,USD,95385717,4401982,,,
11212209,5841,11212209,MST006646382,2008,2381,600877,USD,15826898,3145914,,,
12647673,12446,00600877,MST006653502,2008,2383,11777663,USD,963083694,963083694,,,
11777663,2620,11777663,MST006717997,2008,2421,960296,USD,93577238,4332567,,,
77824250,5690,00960296,MST006718816,2008,2424,600890,USD,889330689,889330689,,,
77419191,12757,00600890,MST006676065,2008,2426,11912766,USD,10233341,10233341,,,
963592744,12936,11912766,MST006751794,2008,2466,962542,USD,17313943,4475629,,,
969288888,6248,00962542,MST006717634,2008,2294,11363331,USD,70495044,4195409,,,
12770708,8682,11363331,MST006584533,2008,2443,610868,USD,92904597,4401390,,,
17632422,12279,00610868,MST006634343,2008,2452,11924336,USD,10453956,3924639,,,
11924336,15532,11924336,MST006600164,2008,2266,998544,USD,966201590,966201590,,,
16793832,5522,00998544,MST006673170,2008,2269,12841848,USD,61266265,61266265,,,
12841848,5119,12841848,MST006605379,2008,2301,11481111,USD,92485199,92485199,,,
11481111,14571,11481111,MST006730178,2008,2404,625927,USD,10760847,4414919,,,
78983776,12902,00625927,MST006609374,2008,2420,15814789,USD,78962606,4393580,,,
15814789,13788,15814789,MST006602681,2008,2274,12283930,USD,17689148,17689148,,,
12283930,10498,12283930,MST006599312,2008,2304,663395,USD,95549833,4475803,,,
95861846,11569,00663395,MST006748698,2008,2306,1589842,USD,86757307,3685734,,,
16297859,7140,01589842,MST006662536,2008,2414,11208059,USD,888370437,4393750,,,
11208059,844,11208059,MST006662418,2008,2207,759184,USD,16938009,4393903,,,
12690671,6811,00759184,MST006648436,2008,2203,12576492,USD,69800759,69800759,,,
12576492,6041,12576492,MST006572534,2008,2221,12649991,USD,10627039,4421676,,,
78875587,7614,12649991,MST006580742,2008,2236,916506,USD,81787427,4434517,,,
98312001,5303,00916506,MST006580790,2008,2171,16499835,USD,963283964,963283964,,,
16499835,4384,16499835,MST006750535,2008,2241,1664674,USD,968277985,4409236,,,
93264629,7266,01664674,MST006646423,2008,2163,12241484,USD,99250760,99250760,,,
12241484,2584,12241484,MST006689928,2008,2191,16771998,USD,717564407,717564407,,,
16771998,5535,16771998,MST006710948,2008,2202,12891741,USD,715483104,715483104,,,
12891741,4274,12891741,MST006662476,2008,2209,12470168,USD,974009046,3278225,,,
12470168,2314,12470168,MST006664707,2008,2224,1744447,USD,81901523,4475864,,,
17474420,7792,01744447,MST006666504,2008,2319,932118,USD,968079992,4174310,,,
12693334,6762,00932118,MST006694798,2008,2349,12987895,USD,10843185,4471241,,,
12987895,5621,12987895,MST006700136,2008,2372,12901517,USD,968016490,3854433,,,
12901517,6201,12901517,MST006643635,2008,2484,15282591,USD,714673158,714673158,,,
15282591,4871,15282591,MST006691990,2008,2518,17492320,USD,99309010,99309010,,,
17492320,5213,17492320,MST006631160,2008,2457,12529959,USD,965029656,965029656,,,
12529959,951,12529959,MST006689711,2008,2448,933244,USD,81445435,4140331,,,
12813815,6691,00933244,MST006580458,2008,2427,15234182,USD,974022401,4462059,,,
15234182,3293,15234182,MST006615210,2008,2468,121786800,USD,60880337,60880337,,,
11865242,11911,121786800,MST006670150,2008,2485,11256680,USD,712035833,712035833,,,
11256680,2431,11256680,MST006713730,2008,2504,15283885,USD,966862262,4167468,,,
10727686,15655,15283885,MST006689285,2008,2308,12549432,USD,974531614,974531614,,,
12549432,1568,12549432,MST006637858,2008,2360,1568914,USD,69320209,69320209,,,
11972257,6987,01568914,MST006660219,2008,2425,12584799,USD,90854751,90854751,,,
12584799,15969,12584799,MST006652976,2008,2444,1614605,USD,719542497,719542497,,,
10666261,8920,01614605,MST006570936,2008,2256,949043,USD,61317639,61317639,,,
12738009,6745,00949043,MST006653913,2008,2298,17617740,USD,966581545,4419949,,,
17617740,14419,17617740,MST006572970,2008,2413,550267,USD,15530261,2318487,,,
15511333,590,00550267,MST006755579,2008,2271,1027819,USD,977441775,4138786,,,
11343971,6872,01027819,MST006748052,2008,2275,292012,USD,963206423,963206423,,,
12344796,6911,00292012,MST006637586,2008,2276,10958622,USD,78555334,78555334,,,
10958622,5075,10958622,MST006598086,2008,2282,1032736,USD,712925040,4138743,,,
95259997,2990,01032736,MST006665279,2008,2320,10689490,USD,968081477,968081477,,,
10689490,5558,10689490,MST006585583,2008,2344,12256729,USD,714814025,714814025,,,
12256729,4234,12256729,MST006679762,2008,2345,10738186,USD,95585261,4005840,,,
10738186,14471,10738186,MST006673422,2008,2397,292313,USD,886991378,886991378,,,
975344447,6713,00292313,MST006705613,2008,2399,308473,USD,717625643,717625643,,,
436900648,15100,00308473,MST006706608,2008,2193,10550123,USD,884958685,884958685,,,
93630080,9973,10550123,MST006594670,2008,2223,11877377,USD,78499746,78499746,,,
11877377,9091,11877377,MST006583855,2008,2238,10949488,USD,77730037,3698491,,,
10949488,6035,10949488,MST006751446,2008,2239,15782484,USD,884388083,4445447,,,
15782484,14747,15782484,MST006754146,2008,2249,10797929,USD,90589140,90589140,,,
10797929,12198,10797929,MST006651599,2008,2252,15396316,USD,87835925,87835925,,,
15396316,14549,15396316,MST006655081,2008,2254,12321742,USD,66558432,66558432,,,
12321742,8640,12321742,MST006575875,2008,2167,10613925,USD,86444617,86444617,,,
10613925,14787,10613925,MST006721817,2008,2177,15636116,USD,61240669,61240669,,,
69696966,10568,15636116,MST006697060,2008,2185,1641094,USD,713488633,713488633,,,
98828700,1235,01641094,MST006697754,2008,2226,1043475,USD,85518569,85518569,,,
77968696,3237,01043475,MST006658652,2008,2606,557691,USD,978214197,978214197,,,
967778297,2693,00557691,MST006707843,2008,2473,12273752,USD,81631752,4289962,,,
12273752,12488,12273752,MST006721435,2008,2513,1658909,USD,882692341,882692341,,,
78597711,7252,01658909,MST006641972,2008,2358,557705,USD,86719516,4388521,,,
17507100,2504,00557705,MST006744728,2008,2359,1627553,USD,99277695,99277695,,,
11248563,7371,01627553,MST006663282,2008,2422,1655586,USD,78223944,4388626,,,
17888993,7014,01655586,MST006704164,2008,2430,11655575,USD,964181428,4344143,,,
77333141,9769,11655575,MST006579281,2008,2440,1789738,USD,81465575,81465575,,,
89783822,7525,01789738,MST006689231,2008,2258,1044845,USD,718152635,718152635,,,
92976671,3137,01044845,MST006716576,2008,2259,1675127,USD,86647345,4354052,,,
17728858,6956,01675127,MST006693357,2008,2263,12531063,USD,66789429,66789429,,,
12531063,5669,12531063,MST006663837,2008,2299,1685819,USD,718617685,718617685,,,
17609819,7110,01685819,MST006687153,2008,2410,17941694,USD,962673525,4197371,,,
17941694,9952,17941694,MST006581443,2008,2161,1913912,USD,99272643,99272643,,,
95585686,7552,01913912,MST006590863,2008,2204,2072287,USD,718060376,718060376,,,
87692466,8076,02072287,MST006620004,2008,2217,10710100,USD,966918952,4386278,,,
10710100,2622,10710100,MST006628372,2008,2231,562477,USD,15564567,4434565,,,
12494555,12113,00562477,MST006719826,2008,2165,10886788,USD,889040058,2521418,,,
10886788,403,10886788,MST006711120,2008,2174,10902257,USD,887817461,887817461,,,
10902257,10196,10902257,MST006676351,2008,2180,562590,USD,713805125,713805125,,,
12424489,360,00562590,MST006662936,2008,2220,11778811,USD,889573120,889573120,,,
93778811,11886,11778811,MST006596752,2008,2247,10950809,USD,10775535,10775535,,,
10950809,2763,10950809,MST006593463,2008,2250,571163,USD,66973084,66973084,,,
99880599,13234,00571163,MST006589932,2008,2168,571876,USD,888828111,3908759,,,
92280790,15023,00571876,MST006686746,2008,2170,12686279,USD,968290160,968290160,,,
12686279,5373,12686279,MST006686320,2008,2179,571901,USD,99507803,4103642,,,
12492284,15145,00571901,MST006648089,2008,2187,12365747,USD,17424475,4418617,,,
12365747,4386,12365747,MST006653228,2008,2188,12536027,USD,972681798,4408911,,,
12536027,5901,12536027,MST006730113,2008,2467,12666097,USD,11413460,11413460,,,
12666097,11294,12666097,MST006739204,2008,2437,12717383,USD,714663948,714663948,,,
12717383,9463,12717383,MST006587321,2008,2442,15853009,USD,965117546,4397146,,,
15853009,4022,15853009,MST006613278,2008,2439,12396080,USD,11262085,11262085,,,
12396080,4023,12396080,MST006694478,2008,2335,1906203,USD,969093318,969093318,,,
965488190,8799,01906203,MST006691911,2008,2381,1978312,USD,962211961,962211961,,,
15879997,8178,01978312,MST006701637,2008,2383,2020081,USD,962094759,962094759,,,
16907567,7965,02020081,MST006588268,2008,2421,1709099,USD,67348120,4328045,,,
86751461,10041,01709099,MST006693473,2008,2424,2101117,USD,69234909,4469464,,,
12498180,7947,02101117,MST006749895,2008,2426,1755300,USD,90555351,4419071,,,
86749754,7385,01755300,MST006671654,2008,2466,1730193,USD,882442505,4275341,,,
966169166,14403,01730193,MST006711458,2008,2294,12753327,USD,81378086,4475780,,,
95936085,2537,12753327,MST006613118,2008,2443,379322,USD,888840103,4421624,,,
12685228,7680,00379322,MST006603051,2008,2452,12858688,USD,87632487,2086144,,,
12858688,9021,12858688,MST006589032,2008,2266,16342489,USD,966083037,3799202,,,
16264692,8850,16342489,MST006578418,2008,2269,589316,USD,99317282,99317282,,,
12590078,14178,00589316,MST006662944,2008,2301,12921122,USD,718901949,718901949,,,
12921122,11794,12921122,MST006749981,2008,2404,16911149,USD,86228613,86228613,,,
16911149,10243,16911149,MST006615634,2008,2420,1694626,USD,93366304,93366304,,,
89555038,6915,01694626,MST006592678,2008,2274,12945081,USD,717148553,717148553,,,
78509122,10219,12945081,MST006602769,2008,2304,1629669,USD,882721934,882721934,,,
11385172,7075,01629669,MST006730932,2008,2306,2271069,USD,16880360,4484582,,,
89292625,8002,02271069,MST006614279,2008,2414,1614885,USD,66531321,66531321,,,
77575600,15300,01614885,MST006750993,2008,2207,2303232,USD,86220232,4430976,,,
93627912,9573,02303232,MST006623958,2008,2203,15768788,USD,965936226,4394436,,,
15768788,5501,15768788,MST006659537,2008,2221,2308157,USD,968497724,968497724,,,
12453538,9189,02308157,MST006633292,2008,2236,1694763,USD,716793573,716793573,,,
12278111,6925,01694763,MST006688263,2008,2171,11912411,USD,85719771,85719771,,,
11912411,5763,11912411,MST006648246,2008,2241,1783173,USD,86604098,4228240,,,
99252327,6948,01783173,MST006662336,2008,2163,1633741,USD,86904246,86904246,,,
12502678,9524,01633741,MST006584329,2008,2191,12320088,USD,11424126,11424126,,,
12320088,3138,12320088,MST006733748,2008,2202,11262678,USD,714955344,714955344,,,
11262678,710,11262678,MST006571186,2008,2209,952729,USD,66929343,66929343,,,
77691791,6733,00952729,MST006658635,2008,2224,16553885,USD,86524456,86524456,,,
16553885,4211,16553885,MST006653905,2008,2319,16414668,USD,70876133,4419082,,,
10484668,14654,16414668,MST006730092,2008,2349,1780133,USD,716540693,716540693,,,
68831082,2815,01780133,MST006657529,2008,2372,17930872,USD,717592989,717592989,,,
17930872,11223,17930872,MST006713295,2008,2484,590261,USD,67945375,67945375,,,
87739778,15256,00590261,MST006591537,2008,2518,600407,USD,61635917,61635917,,,
95882126,12746,00600407,MST006700467,2008,2457,2371086,USD,81732958,4471513,,,
89478866,11622,02371086,MST006752449,2008,2448,1889296,USD,11211625,11211625,,,
12383134,7897,01889296,MST006647877,2008,2427,1630670,USD,85502033,85502033,,,
92909519,7074,01630670,MST006610411,2008,2468,1643578,USD,975215517,4104269,,,
10557264,7066,01643578,MST006714544,2008,2485,1647639,USD,10539397,10539397,,,
12573357,7067,01647639,MST006710634,2008,2504,1655876,USD,719528295,719528295,,,
15345713,8857,01655876,MST006602951,2008,2308,1677573,USD,882665039,4135646,,,
